Temperature,Year,Statistics,Country,ISO3
11.1798,1928,Aug Average,Sweden,SWE
10.8044,1929,Aug Average,Sweden,SWE
13.6474,1930,Aug Average,Sweden,SWE
11.3533,1931,Aug Average,Sweden,SWE
12.3828,1932,Aug Average,Sweden,SWE
12.3133,1933,Aug Average,Sweden,SWE
13.7965,1934,Aug Average,Sweden,SWE
12.0251,1935,Aug Average,Sweden,SWE
12.7922,1936,Aug Average,Sweden,SWE
15.2459,1937,Aug Average,Sweden,SWE
13.9955,1938,Aug Average,Sweden,SWE
14.8675,1939,Aug Average,Sweden,SWE
11.3225,1940,Aug Average,Sweden,SWE
11.5671,1941,Aug Average,Sweden,SWE
12.5377,1942,Aug Average,Sweden,SWE
11.6124,1943,Aug Average,Sweden,SWE
13.3529,1944,Aug Average,Sweden,SWE
14.0619,1945,Aug Average,Sweden,SWE
12.6309,1946,Aug Average,Sweden,SWE
13.9477,1947,Aug Average,Sweden,SWE
11.2811,1948,Aug Average,Sweden,SWE
11.3953,1949,Aug Average,Sweden,SWE
14.0057,1950,Aug Average,Sweden,SWE
13.8851,1951,Aug Average,Sweden,SWE
10.7245,1952,Aug Average,Sweden,SWE
12.6037,1953,Aug Average,Sweden,SWE
12.1905,1954,Aug Average,Sweden,SWE
14.2823,1955,Aug Average,Sweden,SWE
10.3446,1956,Aug Average,Sweden,SWE
11.95,1957,Aug Average,Sweden,SWE
12.4725,1958,Aug Average,Sweden,SWE
13.6125,1959,Aug Average,Sweden,SWE
12.6852,1960,Aug Average,Sweden,SWE
11.5816,1961,Aug Average,Sweden,SWE
10.5104,1962,Aug Average,Sweden,SWE
13.0168,1963,Aug Average,Sweden,SWE
11.2146,1964,Aug Average,Sweden,SWE
11.0441,1965,Aug Average,Sweden,SWE
11.3938,1966,Aug Average,Sweden,SWE
12.7324,1967,Aug Average,Sweden,SWE
12.1523,1968,Aug Average,Sweden,SWE
14.9532,1969,Aug Average,Sweden,SWE
12.767,1970,Aug Average,Sweden,SWE
12.2252,1971,Aug Average,Sweden,SWE
12.4031,1972,Aug Average,Sweden,SWE
11.6354,1973,Aug Average,Sweden,SWE
12.215,1974,Aug Average,Sweden,SWE
13.2282,1975,Aug Average,Sweden,SWE
12.9504,1976,Aug Average,Sweden,SWE
11.7905,1977,Aug Average,Sweden,SWE
11.6247,1978,Aug Average,Sweden,SWE
12.1794,1979,Aug Average,Sweden,SWE
12.4501,1980,Aug Average,Sweden,SWE
11.4896,1981,Aug Average,Sweden,SWE
12.7988,1982,Aug Average,Sweden,SWE
11.9549,1983,Aug Average,Sweden,SWE
12.3784,1984,Aug Average,Sweden,SWE
12.3641,1985,Aug Average,Sweden,SWE
10.2535,1986,Aug Average,Sweden,SWE
9.82709,1987,Aug Average,Sweden,SWE
12.0467,1988,Aug Average,Sweden,SWE
12.169,1989,Aug Average,Sweden,SWE
13.1322,1990,Aug Average,Sweden,SWE
13.6176,1991,Aug Average,Sweden,SWE
11.4387,1992,Aug Average,Sweden,SWE
10.9921,1993,Aug Average,Sweden,SWE
13.2346,1994,Aug Average,Sweden,SWE
12.7739,1995,Aug Average,Sweden,SWE
14.8466,1996,Aug Average,Sweden,SWE
15.1309,1997,Aug Average,Sweden,SWE
11.2968,1998,Aug Average,Sweden,SWE
11.58,1999,Aug Average,Sweden,SWE
12.1427,2000,Aug Average,Sweden,SWE
12.7247,2001,Aug Average,Sweden,SWE
15.5771,2002,Aug Average,Sweden,SWE
13.3668,2003,Aug Average,Sweden,SWE
13.8392,2004,Aug Average,Sweden,SWE
12.92,2005,Aug Average,Sweden,SWE
15.1779,2006,Aug Average,Sweden,SWE
13.2637,2007,Aug Average,Sweden,SWE
11.948,2008,Aug Average,Sweden,SWE
13.7196,2009,Aug Average,Sweden,SWE
12.7902,2010,Aug Average,Sweden,SWE
13.2023,2011,Aug Average,Sweden,SWE
12.3989,2012,Aug Average,Sweden,SWE
13.347,2013,Aug Average,Sweden,SWE
13.6754,2014,Aug Average,Sweden,SWE
14.012,2015,Aug Average,Sweden,SWE
12.2126,2016,Aug Average,Sweden,SWE
17.2449,1901,Aug Average,Belgium,BEL
15.6206,1902,Aug Average,Belgium,BEL
15.9276,1903,Aug Average,Belgium,BEL
17.0849,1904,Aug Average,Belgium,BEL
16.7073,1905,Aug Average,Belgium,BEL
17.5666,1906,Aug Average,Belgium,BEL
16.4682,1907,Aug Average,Belgium,BEL
15.5733,1908,Aug Average,Belgium,BEL
17.0111,1909,Aug Average,Belgium,BEL
16.6376,1910,Aug Average,Belgium,BEL
20.6627,1911,Aug Average,Belgium,BEL
14.6135,1912,Aug Average,Belgium,BEL
16.0355,1913,Aug Average,Belgium,BEL
18.066,1914,Aug Average,Belgium,BEL
16.3131,1915,Aug Average,Belgium,BEL
17.0866,1916,Aug Average,Belgium,BEL
16.8087,1917,Aug Average,Belgium,BEL
17.0358,1918,Aug Average,Belgium,BEL
17.2585,1919,Aug Average,Belgium,BEL
15.2176,1920,Aug Average,Belgium,BEL
17.7616,1921,Aug Average,Belgium,BEL
15.7967,1922,Aug Average,Belgium,BEL
16.9344,1923,Aug Average,Belgium,BEL
14.9551,1924,Aug Average,Belgium,BEL
16.9366,1925,Aug Average,Belgium,BEL
17.2042,1926,Aug Average,Belgium,BEL
17.1816,1927,Aug Average,Belgium,BEL
17.1768,1928,Aug Average,Belgium,BEL
17.2678,1929,Aug Average,Belgium,BEL
17.2451,1930,Aug Average,Belgium,BEL
16.0363,1931,Aug Average,Belgium,BEL
19.783,1932,Aug Average,Belgium,BEL
18.5575,1933,Aug Average,Belgium,BEL
17.0426,1934,Aug Average,Belgium,BEL
17.8066,1935,Aug Average,Belgium,BEL
17.415,1936,Aug Average,Belgium,BEL
18.0097,1937,Aug Average,Belgium,BEL
18.1065,1938,Aug Average,Belgium,BEL
17.9458,1939,Aug Average,Belgium,BEL
15.7302,1940,Aug Average,Belgium,BEL
15.6853,1941,Aug Average,Belgium,BEL
18.3227,1942,Aug Average,Belgium,BEL
17.7823,1943,Aug Average,Belgium,BEL
19.833,1944,Aug Average,Belgium,BEL
16.9977,1945,Aug Average,Belgium,BEL
16.6908,1946,Aug Average,Belgium,BEL
20.7354,1947,Aug Average,Belgium,BEL
17.045,1948,Aug Average,Belgium,BEL
18.1705,1949,Aug Average,Belgium,BEL
18.0215,1950,Aug Average,Belgium,BEL
16.7668,1951,Aug Average,Belgium,BEL
17.7848,1952,Aug Average,Belgium,BEL
17.1409,1953,Aug Average,Belgium,BEL
16.0823,1954,Aug Average,Belgium,BEL
17.8881,1955,Aug Average,Belgium,BEL
14.6182,1956,Aug Average,Belgium,BEL
15.9665,1957,Aug Average,Belgium,BEL
17.423,1958,Aug Average,Belgium,BEL
18.1097,1959,Aug Average,Belgium,BEL
16.3318,1960,Aug Average,Belgium,BEL
16.6452,1961,Aug Average,Belgium,BEL
16.272000000000002,1962,Aug Average,Belgium,BEL
15.6746,1963,Aug Average,Belgium,BEL
17.0088,1964,Aug Average,Belgium,BEL
15.9407,1965,Aug Average,Belgium,BEL
16.1017,1966,Aug Average,Belgium,BEL
16.9989,1967,Aug Average,Belgium,BEL
16.8435,1968,Aug Average,Belgium,BEL
17.4351,1969,Aug Average,Belgium,BEL
17.4588,1970,Aug Average,Belgium,BEL
17.6348,1971,Aug Average,Belgium,BEL
16.1825,1972,Aug Average,Belgium,BEL
18.8018,1973,Aug Average,Belgium,BEL
17.271,1974,Aug Average,Belgium,BEL
19.8346,1975,Aug Average,Belgium,BEL
18.2974,1976,Aug Average,Belgium,BEL
16.3383,1977,Aug Average,Belgium,BEL
15.6546,1978,Aug Average,Belgium,BEL
15.821,1979,Aug Average,Belgium,BEL
17.357,1980,Aug Average,Belgium,BEL
17.163,1981,Aug Average,Belgium,BEL
17.3933,1982,Aug Average,Belgium,BEL
18.8206,1983,Aug Average,Belgium,BEL
18.0467,1984,Aug Average,Belgium,BEL
16.2639,1985,Aug Average,Belgium,BEL
16.284000000000002,1986,Aug Average,Belgium,BEL
16.7082,1987,Aug Average,Belgium,BEL
17.3947,1988,Aug Average,Belgium,BEL
17.9576,1989,Aug Average,Belgium,BEL
19.5218,1990,Aug Average,Belgium,BEL
19.0581,1991,Aug Average,Belgium,BEL
18.6716,1992,Aug Average,Belgium,BEL
16.3378,1993,Aug Average,Belgium,BEL
18.2948,1994,Aug Average,Belgium,BEL
20.0628,1995,Aug Average,Belgium,BEL
17.6767,1996,Aug Average,Belgium,BEL
20.9848,1997,Aug Average,Belgium,BEL
17.6934,1998,Aug Average,Belgium,BEL
18.1932,1999,Aug Average,Belgium,BEL
18.4175,2000,Aug Average,Belgium,BEL
19.2373,2001,Aug Average,Belgium,BEL
18.6983,2002,Aug Average,Belgium,BEL
20.2945,2003,Aug Average,Belgium,BEL
19.0878,2004,Aug Average,Belgium,BEL
16.7481,2005,Aug Average,Belgium,BEL
16.3392,2006,Aug Average,Belgium,BEL
17.2952,2007,Aug Average,Belgium,BEL
17.9649,2008,Aug Average,Belgium,BEL
19.4315,2009,Aug Average,Belgium,BEL
17.2491,2010,Aug Average,Belgium,BEL
17.7219,2011,Aug Average,Belgium,BEL
19.3614,2012,Aug Average,Belgium,BEL
18.6968,2013,Aug Average,Belgium,BEL
16.4413,2014,Aug Average,Belgium,BEL
19.5178,2015,Aug Average,Belgium,BEL
18.7075,2016,Aug Average,Belgium,BEL
18.0125,1901,Aug Average,France,FRA
17.3228,1902,Aug Average,France,FRA
17.3325,1903,Aug Average,France,FRA
18.6201,1904,Aug Average,France,FRA
17.6363,1905,Aug Average,France,FRA
18.9385,1906,Aug Average,France,FRA
17.9762,1907,Aug Average,France,FRA
16.883,1908,Aug Average,France,FRA
17.8868,1909,Aug Average,France,FRA
17.2535,1910,Aug Average,France,FRA
21.0473,1911,Aug Average,France,FRA
15.2593,1912,Aug Average,France,FRA
17.3515,1913,Aug Average,France,FRA
18.131,1914,Aug Average,France,FRA
17.2711,1915,Aug Average,France,FRA
18.1498,1916,Aug Average,France,FRA
17.1291,1917,Aug Average,France,FRA
18.0384,1918,Aug Average,France,FRA
19.0803,1919,Aug Average,France,FRA
16.3969,1920,Aug Average,France,FRA
18.1725,1921,Aug Average,France,FRA
17.1858,1922,Aug Average,France,FRA
18.9166,1923,Aug Average,France,FRA
15.6835,1924,Aug Average,France,FRA
17.6927,1925,Aug Average,France,FRA
18.522,1926,Aug Average,France,FRA
17.6199,1927,Aug Average,France,FRA
19.2621,1928,Aug Average,France,FRA
18.03,1929,Aug Average,France,FRA
18.023,1930,Aug Average,France,FRA
16.9111,1931,Aug Average,France,FRA
20.3541,1932,Aug Average,France,FRA
20.0371,1933,Aug Average,France,FRA
17.4132,1934,Aug Average,France,FRA
18.0064,1935,Aug Average,France,FRA
18.0471,1936,Aug Average,France,FRA
19.0196,1937,Aug Average,France,FRA
18.1424,1938,Aug Average,France,FRA
18.0538,1939,Aug Average,France,FRA
17.2018,1940,Aug Average,France,FRA
16.7978,1941,Aug Average,France,FRA
18.7457,1942,Aug Average,France,FRA
19.353,1943,Aug Average,France,FRA
20.9215,1944,Aug Average,France,FRA
18.1528,1945,Aug Average,France,FRA
17.8685,1946,Aug Average,France,FRA
21.1644,1947,Aug Average,France,FRA
17.9728,1948,Aug Average,France,FRA
19.6337,1949,Aug Average,France,FRA
18.8897,1950,Aug Average,France,FRA
17.4106,1951,Aug Average,France,FRA
19.0654,1952,Aug Average,France,FRA
18.8684,1953,Aug Average,France,FRA
16.9219,1954,Aug Average,France,FRA
19.1059,1955,Aug Average,France,FRA
16.3915,1956,Aug Average,France,FRA
17.4545,1957,Aug Average,France,FRA
18.4099,1958,Aug Average,France,FRA
18.91,1959,Aug Average,France,FRA
17.3068,1960,Aug Average,France,FRA
17.8555,1961,Aug Average,France,FRA
18.7108,1962,Aug Average,France,FRA
16.4073,1963,Aug Average,France,FRA
18.2525,1964,Aug Average,France,FRA
17.0563,1965,Aug Average,France,FRA
17.109,1966,Aug Average,France,FRA
18.1002,1967,Aug Average,France,FRA
17.1487,1968,Aug Average,France,FRA
18.0896,1969,Aug Average,France,FRA
18.3273,1970,Aug Average,France,FRA
18.7982,1971,Aug Average,France,FRA
17.049,1972,Aug Average,France,FRA
20.0737,1973,Aug Average,France,FRA
18.5834,1974,Aug Average,France,FRA
19.8261,1975,Aug Average,France,FRA
18.9309,1976,Aug Average,France,FRA
16.8341,1977,Aug Average,France,FRA
17.1122,1978,Aug Average,France,FRA
17.0235,1979,Aug Average,France,FRA
18.7452,1980,Aug Average,France,FRA
18.84,1981,Aug Average,France,FRA
17.9456,1982,Aug Average,France,FRA
19.3882,1983,Aug Average,France,FRA
18.3991,1984,Aug Average,France,FRA
17.5872,1985,Aug Average,France,FRA
17.7649,1986,Aug Average,France,FRA
18.6577,1987,Aug Average,France,FRA
18.8138,1988,Aug Average,France,FRA
19.5778,1989,Aug Average,France,FRA
20.6477,1990,Aug Average,France,FRA
20.9565,1991,Aug Average,France,FRA
20.1121,1992,Aug Average,France,FRA
18.7399,1993,Aug Average,France,FRA
20.0522,1994,Aug Average,France,FRA
20.2393,1995,Aug Average,France,FRA
18.3642,1996,Aug Average,France,FRA
21.4124,1997,Aug Average,France,FRA
19.7851,1998,Aug Average,France,FRA
19.67,1999,Aug Average,France,FRA
19.9285,2000,Aug Average,France,FRA
20.1206,2001,Aug Average,France,FRA
18.5881,2002,Aug Average,France,FRA
21.3978,2003,Aug Average,France,FRA
19.7021,2004,Aug Average,France,FRA
18.6422,2005,Aug Average,France,FRA
17.5396,2006,Aug Average,France,FRA
18.1477,2007,Aug Average,France,FRA
19.0456,2008,Aug Average,France,FRA
20.6971,2009,Aug Average,France,FRA
18.7677,2010,Aug Average,France,FRA
19.441,2011,Aug Average,France,FRA
20.68,2012,Aug Average,France,FRA
19.7357,2013,Aug Average,France,FRA
17.8256,2014,Aug Average,France,FRA
20.2501,2015,Aug Average,France,FRA
20.3078,2016,Aug Average,France,FRA
14.3134,1901,Aug Average,Finland,FIN
11.3419,1902,Aug Average,Finland,FIN
12.3256,1903,Aug Average,Finland,FIN
11.7652,1904,Aug Average,Finland,FIN
12.1434,1905,Aug Average,Finland,FIN
11.0249,1906,Aug Average,Finland,FIN
10.9091,1907,Aug Average,Finland,FIN
13.4598,1908,Aug Average,Finland,FIN
12.708,1909,Aug Average,Finland,FIN
11.3779,1910,Aug Average,Finland,FIN
14.3891,1911,Aug Average,Finland,FIN
13.7658,1912,Aug Average,Finland,FIN
13.6345,1913,Aug Average,Finland,FIN
11.4621,1914,Aug Average,Finland,FIN
12.0613,1915,Aug Average,Finland,FIN
10.9206,1916,Aug Average,Finland,FIN
16.0726,1917,Aug Average,Finland,FIN
10.7802,1918,Aug Average,Finland,FIN
11.997,1919,Aug Average,Finland,FIN
13.1023,1920,Aug Average,Finland,FIN
13.4714,1921,Aug Average,Finland,FIN
12.6429,1922,Aug Average,Finland,FIN
10.9882,1923,Aug Average,Finland,FIN
15.1813,1924,Aug Average,Finland,FIN
13.3139,1925,Aug Average,Finland,FIN
13.4667,1926,Aug Average,Finland,FIN
14.9536,1927,Aug Average,Finland,FIN
12.5244,1928,Aug Average,Finland,FIN
12.3099,1929,Aug Average,Finland,FIN
14.7239,1930,Aug Average,Finland,FIN
13.4875,1931,Aug Average,Finland,FIN
13.8678,1932,Aug Average,Finland,FIN
12.5691,1933,Aug Average,Finland,FIN
14.5658,1934,Aug Average,Finland,FIN
12.467,1935,Aug Average,Finland,FIN
14.2215,1936,Aug Average,Finland,FIN
16.7285,1937,Aug Average,Finland,FIN
15.38,1938,Aug Average,Finland,FIN
16.3163,1939,Aug Average,Finland,FIN
13.3963,1940,Aug Average,Finland,FIN
13.1444,1941,Aug Average,Finland,FIN
13.5322,1942,Aug Average,Finland,FIN
12.9187,1943,Aug Average,Finland,FIN
13.7885,1944,Aug Average,Finland,FIN
15.4967,1945,Aug Average,Finland,FIN
13.5376,1946,Aug Average,Finland,FIN
14.0376,1947,Aug Average,Finland,FIN
11.7233,1948,Aug Average,Finland,FIN
12.3356,1949,Aug Average,Finland,FIN
14.5525,1950,Aug Average,Finland,FIN
16.0676,1951,Aug Average,Finland,FIN
11.5712,1952,Aug Average,Finland,FIN
13.7052,1953,Aug Average,Finland,FIN
13.4655,1954,Aug Average,Finland,FIN
15.3419,1955,Aug Average,Finland,FIN
11.2125,1956,Aug Average,Finland,FIN
13.713,1957,Aug Average,Finland,FIN
13.5076,1958,Aug Average,Finland,FIN
14.6485,1959,Aug Average,Finland,FIN
14.155,1960,Aug Average,Finland,FIN
13.0092,1961,Aug Average,Finland,FIN
11.1509,1962,Aug Average,Finland,FIN
14.1042,1963,Aug Average,Finland,FIN
12.7653,1964,Aug Average,Finland,FIN
12.2539,1965,Aug Average,Finland,FIN
12.4265,1966,Aug Average,Finland,FIN
14.9941,1967,Aug Average,Finland,FIN
13.1612,1968,Aug Average,Finland,FIN
14.749,1969,Aug Average,Finland,FIN
13.9294,1970,Aug Average,Finland,FIN
13.4623,1971,Aug Average,Finland,FIN
14.7947,1972,Aug Average,Finland,FIN
12.7364,1973,Aug Average,Finland,FIN
13.4799,1974,Aug Average,Finland,FIN
12.7351,1975,Aug Average,Finland,FIN
13.3965,1976,Aug Average,Finland,FIN
12.4981,1977,Aug Average,Finland,FIN
11.953,1978,Aug Average,Finland,FIN
14.1997,1979,Aug Average,Finland,FIN
13.0381,1980,Aug Average,Finland,FIN
12.2758,1981,Aug Average,Finland,FIN
13.3288,1982,Aug Average,Finland,FIN
12.6804,1983,Aug Average,Finland,FIN
12.7025,1984,Aug Average,Finland,FIN
14.1625,1985,Aug Average,Finland,FIN
11.3182,1986,Aug Average,Finland,FIN
10.5833,1987,Aug Average,Finland,FIN
13.0019,1988,Aug Average,Finland,FIN
13.4509,1989,Aug Average,Finland,FIN
14.0055,1990,Aug Average,Finland,FIN
14.617,1991,Aug Average,Finland,FIN
12.0862,1992,Aug Average,Finland,FIN
12.4412,1993,Aug Average,Finland,FIN
13.9136,1994,Aug Average,Finland,FIN
13.4441,1995,Aug Average,Finland,FIN
15.734000000000002,1996,Aug Average,Finland,FIN
15.7138,1997,Aug Average,Finland,FIN
12.2165,1998,Aug Average,Finland,FIN
12.2027,1999,Aug Average,Finland,FIN
13.321,2000,Aug Average,Finland,FIN
13.6551,2001,Aug Average,Finland,FIN
15.7553,2002,Aug Average,Finland,FIN
13.9658,2003,Aug Average,Finland,FIN
14.22,2004,Aug Average,Finland,FIN
14.8077,2005,Aug Average,Finland,FIN
16.0827,2006,Aug Average,Finland,FIN
15.025,2007,Aug Average,Finland,FIN
12.1048,2008,Aug Average,Finland,FIN
14.5783,2009,Aug Average,Finland,FIN
14.0591,2010,Aug Average,Finland,FIN
14.0953,2011,Aug Average,Finland,FIN
13.2647,2012,Aug Average,Finland,FIN
15.0814,2013,Aug Average,Finland,FIN
15.2214,2014,Aug Average,Finland,FIN
14.7374,2015,Aug Average,Finland,FIN
13.7157,2016,Aug Average,Finland,FIN
14.4008,1901,Aug Average,UnitedKingdom,GBR
12.9387,1902,Aug Average,UnitedKingdom,GBR
12.874,1903,Aug Average,UnitedKingdom,GBR
13.8177,1904,Aug Average,UnitedKingdom,GBR
13.4198,1905,Aug Average,UnitedKingdom,GBR
14.9556,1906,Aug Average,UnitedKingdom,GBR
12.8473,1907,Aug Average,UnitedKingdom,GBR
13.4555,1908,Aug Average,UnitedKingdom,GBR
14.2956,1909,Aug Average,UnitedKingdom,GBR
14.0794,1910,Aug Average,UnitedKingdom,GBR
15.9627,1911,Aug Average,UnitedKingdom,GBR
11.6603,1912,Aug Average,UnitedKingdom,GBR
14.1118,1913,Aug Average,UnitedKingdom,GBR
14.8947,1914,Aug Average,UnitedKingdom,GBR
14.0505,1915,Aug Average,UnitedKingdom,GBR
14.8729,1916,Aug Average,UnitedKingdom,GBR
14.4765,1917,Aug Average,UnitedKingdom,GBR
14.6864,1918,Aug Average,UnitedKingdom,GBR
14.3617,1919,Aug Average,UnitedKingdom,GBR
12.847,1920,Aug Average,UnitedKingdom,GBR
13.6197,1921,Aug Average,UnitedKingdom,GBR
12.5803,1922,Aug Average,UnitedKingdom,GBR
13.6724,1923,Aug Average,UnitedKingdom,GBR
13.2285,1924,Aug Average,UnitedKingdom,GBR
14.3223,1925,Aug Average,UnitedKingdom,GBR
15.043,1926,Aug Average,UnitedKingdom,GBR
14.502,1927,Aug Average,UnitedKingdom,GBR
13.8888,1928,Aug Average,UnitedKingdom,GBR
13.952,1929,Aug Average,UnitedKingdom,GBR
14.3246,1930,Aug Average,UnitedKingdom,GBR
13.311,1931,Aug Average,UnitedKingdom,GBR
15.1822,1932,Aug Average,UnitedKingdom,GBR
15.7366,1933,Aug Average,UnitedKingdom,GBR
14.0993,1934,Aug Average,UnitedKingdom,GBR
15.0028,1935,Aug Average,UnitedKingdom,GBR
14.954,1936,Aug Average,UnitedKingdom,GBR
15.0098,1937,Aug Average,UnitedKingdom,GBR
14.482,1938,Aug Average,UnitedKingdom,GBR
15.066,1939,Aug Average,UnitedKingdom,GBR
14.2452,1940,Aug Average,UnitedKingdom,GBR
13.5282,1941,Aug Average,UnitedKingdom,GBR
14.7822,1942,Aug Average,UnitedKingdom,GBR
13.9017,1943,Aug Average,UnitedKingdom,GBR
15.3936,1944,Aug Average,UnitedKingdom,GBR
14.6597,1945,Aug Average,UnitedKingdom,GBR
13.2454,1946,Aug Average,UnitedKingdom,GBR
16.9789,1947,Aug Average,UnitedKingdom,GBR
13.6506,1948,Aug Average,UnitedKingdom,GBR
15.0594,1949,Aug Average,UnitedKingdom,GBR
14.3415,1950,Aug Average,UnitedKingdom,GBR
13.5907,1951,Aug Average,UnitedKingdom,GBR
14.441,1952,Aug Average,UnitedKingdom,GBR
14.5353,1953,Aug Average,UnitedKingdom,GBR
13.2169,1954,Aug Average,UnitedKingdom,GBR
16.2669,1955,Aug Average,UnitedKingdom,GBR
12.0978,1956,Aug Average,UnitedKingdom,GBR
14.0382,1957,Aug Average,UnitedKingdom,GBR
14.3912,1958,Aug Average,UnitedKingdom,GBR
15.7837,1959,Aug Average,UnitedKingdom,GBR
13.7527,1960,Aug Average,UnitedKingdom,GBR
13.9264,1961,Aug Average,UnitedKingdom,GBR
13.0464,1962,Aug Average,UnitedKingdom,GBR
13.0196,1963,Aug Average,UnitedKingdom,GBR
13.8227,1964,Aug Average,UnitedKingdom,GBR
13.4665,1965,Aug Average,UnitedKingdom,GBR
13.2924,1966,Aug Average,UnitedKingdom,GBR
14.2395,1967,Aug Average,UnitedKingdom,GBR
14.1981,1968,Aug Average,UnitedKingdom,GBR
14.9859,1969,Aug Average,UnitedKingdom,GBR
14.5526,1970,Aug Average,UnitedKingdom,GBR
14.2237,1971,Aug Average,UnitedKingdom,GBR
13.5653,1972,Aug Average,UnitedKingdom,GBR
14.8373,1973,Aug Average,UnitedKingdom,GBR
13.803,1974,Aug Average,UnitedKingdom,GBR
16.6596,1975,Aug Average,UnitedKingdom,GBR
15.7646,1976,Aug Average,UnitedKingdom,GBR
14.0387,1977,Aug Average,UnitedKingdom,GBR
13.7724,1978,Aug Average,UnitedKingdom,GBR
13.4168,1979,Aug Average,UnitedKingdom,GBR
14.3755,1980,Aug Average,UnitedKingdom,GBR
14.9381,1981,Aug Average,UnitedKingdom,GBR
14.383,1982,Aug Average,UnitedKingdom,GBR
15.9474,1983,Aug Average,UnitedKingdom,GBR
15.8569,1984,Aug Average,UnitedKingdom,GBR
13.3162,1985,Aug Average,UnitedKingdom,GBR
12.2945,1986,Aug Average,UnitedKingdom,GBR
14.2137,1987,Aug Average,UnitedKingdom,GBR
13.9668,1988,Aug Average,UnitedKingdom,GBR
14.905,1989,Aug Average,UnitedKingdom,GBR
16.0763,1990,Aug Average,UnitedKingdom,GBR
15.5965,1991,Aug Average,UnitedKingdom,GBR
13.9319,1992,Aug Average,UnitedKingdom,GBR
13.2233,1993,Aug Average,UnitedKingdom,GBR
14.3583,1994,Aug Average,UnitedKingdom,GBR
17.1651,1995,Aug Average,UnitedKingdom,GBR
15.0792,1996,Aug Average,UnitedKingdom,GBR
17.0145,1997,Aug Average,UnitedKingdom,GBR
14.5019,1998,Aug Average,UnitedKingdom,GBR
14.7911,1999,Aug Average,UnitedKingdom,GBR
15.1351,2000,Aug Average,UnitedKingdom,GBR
15.0672,2001,Aug Average,UnitedKingdom,GBR
15.3853,2002,Aug Average,UnitedKingdom,GBR
16.2945,2003,Aug Average,UnitedKingdom,GBR
15.9539,2004,Aug Average,UnitedKingdom,GBR
14.7426,2005,Aug Average,UnitedKingdom,GBR
14.9434,2006,Aug Average,UnitedKingdom,GBR
14.3988,2007,Aug Average,UnitedKingdom,GBR
15.1609,2008,Aug Average,UnitedKingdom,GBR
15.337,2009,Aug Average,UnitedKingdom,GBR
14.2832,2010,Aug Average,UnitedKingdom,GBR
14.0481,2011,Aug Average,UnitedKingdom,GBR
15.3931,2012,Aug Average,UnitedKingdom,GBR
15.3554,2013,Aug Average,UnitedKingdom,GBR
14.1145,2014,Aug Average,UnitedKingdom,GBR
14.8757,2015,Aug Average,UnitedKingdom,GBR
15.489,2016,Aug Average,UnitedKingdom,GBR
16.7474,1901,Aug Average,Germany,DEU
15.1044,1902,Aug Average,Germany,DEU
15.8184,1903,Aug Average,Germany,DEU
17.0364,1904,Aug Average,Germany,DEU
16.7318,1905,Aug Average,Germany,DEU
16.8529,1906,Aug Average,Germany,DEU
16.1452,1907,Aug Average,Germany,DEU
14.9678,1908,Aug Average,Germany,DEU
16.3834,1909,Aug Average,Germany,DEU
16.219,1910,Aug Average,Germany,DEU
19.7012,1911,Aug Average,Germany,DEU
14.4168,1912,Aug Average,Germany,DEU
15.2606,1913,Aug Average,Germany,DEU
17.5282,1914,Aug Average,Germany,DEU
15.4966,1915,Aug Average,Germany,DEU
16.1731,1916,Aug Average,Germany,DEU
17.021,1917,Aug Average,Germany,DEU
16.2611,1918,Aug Average,Germany,DEU
16.4914,1919,Aug Average,Germany,DEU
15.2621,1920,Aug Average,Germany,DEU
17.4371,1921,Aug Average,Germany,DEU
15.6257,1922,Aug Average,Germany,DEU
16.124000000000002,1923,Aug Average,Germany,DEU
14.8052,1924,Aug Average,Germany,DEU
16.8044,1925,Aug Average,Germany,DEU
16.4651,1926,Aug Average,Germany,DEU
16.8049,1927,Aug Average,Germany,DEU
16.6525,1928,Aug Average,Germany,DEU
17.3593,1929,Aug Average,Germany,DEU
16.4457,1930,Aug Average,Germany,DEU
15.6912,1931,Aug Average,Germany,DEU
18.9576,1932,Aug Average,Germany,DEU
17.5041,1933,Aug Average,Germany,DEU
16.6574,1934,Aug Average,Germany,DEU
16.9774,1935,Aug Average,Germany,DEU
16.5683,1936,Aug Average,Germany,DEU
17.4385,1937,Aug Average,Germany,DEU
17.8638,1938,Aug Average,Germany,DEU
17.9367,1939,Aug Average,Germany,DEU
14.951,1940,Aug Average,Germany,DEU
15.4338,1941,Aug Average,Germany,DEU
17.8473,1942,Aug Average,Germany,DEU
18.1318,1943,Aug Average,Germany,DEU
19.9463,1944,Aug Average,Germany,DEU
16.7533,1945,Aug Average,Germany,DEU
16.6599,1946,Aug Average,Germany,DEU
19.2179,1947,Aug Average,Germany,DEU
16.9174,1948,Aug Average,Germany,DEU
17.2966,1949,Aug Average,Germany,DEU
17.9354,1950,Aug Average,Germany,DEU
17.6189,1951,Aug Average,Germany,DEU
18.1093,1952,Aug Average,Germany,DEU
16.8749,1953,Aug Average,Germany,DEU
16.1503,1954,Aug Average,Germany,DEU
17.2793,1955,Aug Average,Germany,DEU
14.6425,1956,Aug Average,Germany,DEU
15.5213,1957,Aug Average,Germany,DEU
17.2115,1958,Aug Average,Germany,DEU
17.7521,1959,Aug Average,Germany,DEU
